原文,译文
「飲みたい気分かと思ったんだが」,「我觉得你看上去很想来一杯的样子」
【エリス】,【艾莉斯】
「なんか知らないけど、イライラしてるのカイムだけだから」,「虽然我不知道详情，但只有凯伊姆一个人在急躁」
【エリス】,【艾莉斯】
「私はお茶でいい」,「我喝茶就好」
エリスがお茶入りの陶杯を、俺の陶杯にぶつけた。,艾莉斯用装着茶地陶杯和我碰杯。
【エリス】,【艾莉斯】
「お仕事終了、おめでと」,「恭喜你工作结束」
【カイム】,【凯伊姆】
「ああ」,「啊啊」
ワインを<あお>呷|る。,我将葡萄酒倒入喉咙。
酸味が増していた。,口中满是酸涩。
【カイム】,【凯伊姆】
「……」,「……」
……これで終わりでいいのか。,……这样就结束了吗。
別れが悲しいわけじゃない。,没有悲伤。
名残惜しいわけでもない。,亦非留恋。
奴の行く末が心配なのか？,是在担心着她的将来吗？
違うな。,不是的。
何かが引っかかっている。,是我自己在纠结。
【カイム】,【凯伊姆】
「エリス……」,「艾莉斯……」
【エリス】,【艾莉斯】
「話、聞くけど」,「我有件事想问你」
同時に切り出してしまった。,我们异口同声地开口。
【エリス】,【艾莉斯】
「どうぞ」,「你先说」
【カイム】,【凯伊姆】
「ああ」,「啊啊」
酒が変に作用したのか、重い倦怠感が頭を包んでいた。,或许是因为酒精的作用，沉重的倦怠感包裹住我的头部。
この感覚に甘えて、思っていることを話してしまおう。,趁着这种感觉，我将自己心中的所想倾诉而出。
【カイム】,【凯伊姆】
「あいつ……」,「那家伙……」
【カイム】,【凯伊姆】
「ティアは、俺達が何を求めてるか最初から知っていたらしい」,「缇娅她从最开始，就知道我们对她是有所求的」
【カイム】,【凯伊姆】
「俺がどうして優しくするのかも、最後に自分がどうなるかもな」,「无论是我对她温柔的原因，还是自己将会面对的结局」
【カイム】,【凯伊姆】
「俺達の相談を聞いたんだとさ」,「她从我们的商谈中都听到了」
【カイム】,【凯伊姆】
「にもかかわらず、自分から知ってることを洗いざらい喋って出て行った」,「尽管如此，她还是将自己所知道的一切都和盘托出」
【カイム】,【凯伊姆】
「自分がいると、羽狩りが来て迷惑をかけるからだとさ」,「因为觉得自己如果留在这里的话，会把羽狩引来而给我添麻烦」
【エリス】,【艾莉斯】
「診断としては、重度のお人好しね。お手上げ」,「要我来诊断的话，她是个重度的老好人，已经无药可救了」
【カイム】,【凯伊姆】
「奴の考えてることが分からん」,「我没法理解她的想法」
【カイム】,【凯伊姆】
「あの女は、一体なんだったんだ」,「那个女人，究竟是怎么回事」
【エリス】,【艾莉斯】
「なるほどね」,「原来如此」
相槌を打ってから、エリスは時間をかけてお茶を飲んだ。,随声符合后，艾莉斯喝起了茶。
【エリス】,【艾莉斯】
「罪悪感あるんでしょ」,「你抱持着罪恶感吧」
【エリス】,【艾莉斯】
「カイム、本当にいい人」,「凯伊姆，真是个好人呢」
【カイム】,【凯伊姆】
「俺が……」,「你说我……」
【エリス】,【艾莉斯】
「くくく、傑作、くくくくっ」,「呵呵呵，杰作，呵呵呵呵」
【エリス】,【艾莉斯】
「その良心、私にも分けてほしいくらい、もう涙出そう」,「真希望我也能分到点这份良心呢，我眼泪都想出来了」
久しぶりに聞いたエリスの笑い声は、何かに穴を穿つような調子だった。,传入耳中的艾莉斯久违的笑声，让我心中的某处仿佛被穿孔了一般疼痛。
【カイム】,【凯伊姆】
「今まで何人殺したと思ってる」,「你以为我已经杀过多少个人了啊」
【カイム】,【凯伊姆】
「罪悪感なんぞ残ってない」,「怎么可能还有罪恶感那种东西」
【エリス】,【艾莉斯】
「ふうん」,「哼」
【エリス】,【艾莉斯】
「ま、私はカイムがそういう人間だって知ってるから驚かないけど」,「嘛，我知道凯伊姆是个怎样的人，所以倒不会感到吃惊」
【カイム】,【凯伊姆】
「生憎、お前が思ってる程まともじゃない」,「不巧，事实和你的想象相去甚远」
【エリス】,【艾莉斯】
「どうかしら？」,「谁知道呢？」
くくく、と喉の奥でエリスが笑った。,艾莉斯的喉咙深处发出呵呵呵的笑声。
【カイム】,【凯伊姆】
「仮に、俺がティアに罪悪感を覚えてたとしてもだ、あいつが家にいれば面倒なことになる」,「就算我对缇娅抱持着罪恶感，把她留在家里也只是件麻烦的事情」
【カイム】,【凯伊姆】
「助けても得がない」,「帮她也没有好处」
【エリス】,【艾莉斯】
「明白ね」,「你很明白呢」
【カイム】,【凯伊姆】
「感情で動いていたら、牢獄じゃ生き残れない」,「对谁产生感情的话，是无法生存在牢狱里的」
【エリス】,【艾莉斯】
「理性的に生きるべきね、長生きしたいなら」,「我会理性地活下去的，毕竟我还想长寿」
皮肉っぽい笑顔をうかべたまま、エリスは窓に向かった。,艾莉斯露出嘲讽的笑容，向窗户旁走去。
【カイム】,【凯伊姆】
「いちいち気に障る言い方をするな」,「别对什么事都用那种愤世嫉俗的说法」
ティアに感じてた引っ掛かりは罪悪感なのだろうか。,我因为在意着缇娅，而对她产生了罪恶感吗。
罪悪感……,罪恶感……
当たっているようで正確ではない気がする。,这种形容似是而非。
一体、俺は何を感じているんだ。,究竟，我是感受到了什么呢。
喉に骨が刺さったような気分だ。,有种如骾在喉的感觉。
抜かなくても大事には至らないほどの骨。,虽然这骨头就算不拔出来也没什么大不了的。
だが、俺の一生に付きまとう。,但是，我的一生都会为此而困扰。
そんな気がしてならない。,对此我无法忍受。
【付き人】,【随从】
「聖女様、夜風はお体に障ります」,「圣女大人，晚风对身体有害」
【聖女】,【圣女】
「……」,「……」
【付き人】,【随从】
「どうされました。どこかお加減でも」,「您怎么了，哪里不舒服吗」
【聖女】,【圣女】
「胸騒ぎがするのです」,「我的心中有些烦闷」
【付き人】,【随从】
「また、でございますか？」,「又是例行的那种感觉吗？」
【聖女】,【圣女】
「ええ」,「是的」
【聖女】,【圣女】
「何も起こらなければよいのだけれど」,「如果无事发生的话就好了」
【聖女】,【圣女】
「月が隠れましたね」,「月亮被遮住了呢」
【付き人】,【随从】
「間もなく雨になるかと思います」,「我想，再过不久就要下雨了」
【付き人】,【随从】
「さあ、中にお入り下さい」,「来，请回到房内去吧」
【聖女】,【圣女】
「外套を出して」,「把外套拿出来」
【付き人】,【随从】
「聖女様、大切なお体なのですから」,「圣女大人，您的身体是很贵重的」
【聖女】,【圣女】
「身体より大切な事なのです」,「这是比我的身体更重要的事情」
【付き人】,【随从】
「……聖女様……」,「……圣女大人……」
【付き人】,【随从】
「ただいま、持って参ります」,「我马上为您去拿」
……。,……
…………。,…………
【聖女】,【圣女】
「今夜は……見られるのでしょうか」,「今天晚上……能看到吗」
どこを走ってきたんだろう。,我究竟是跑到哪里了呢。
完全に道に迷ってしまった。,完全迷失了道路。
何度か転んだせいで、服は破れて泥だらけ。,拜无数次的跌倒所赐，衣服上已经满是破洞与泥泞。
昔に戻ったみたいだ。,就像是回到了从前。
【ティア】,【缇娅】
「雨、止まないな」,「雨，什么时候才能停呢」
周囲はほとんど見通しが利かない闇。,周围笼罩着伸手不见五指的黑暗。
逃げるにしても、戻るにしても、これではどうしようもない。,无论是逃跑还是回去，这样一来就什么都做不到了。
明るくなるまで、どこかで雨を凌がないと。,在天色好转之前，必须要先找个地方避雨。
でも、周囲は家の残骸ばかり。,但是，附近只有房屋的残骸。
数少ない屋根は、怖い人か野良犬に占領されていた。,本来就为数不多的房檐，也早已被可怕的人和野狗所占据。
